# dx dy dz
-0.856362 0.119975 -0.502246
-0.424891 -0.674331 -0.603941
0.224926 -0.324468 -0.918765
-0.764549 -0.180568 -0.618757
-0.9325 0.110517 -0.343847
0.266396 -0.900044 -0.344897
0.656939 0.186265 -0.730573
0.0746861 -0.822917 -0.563231
0.43911 -0.145017 -0.886653
-0.232812 0.611787 -0.755987
0.852574 -0.0825019 -0.516054
-0.453339 -0.280324 -0.84611
0.285948 0.582012 -0.761246
-0.807654 0.550141 -0.212229
-0.236342 0.563812 -0.791365
-0.356567 0.671619 -0.649452
0.370897 -0.354627 -0.858298
0.132721 -0.448334 -0.883958
-0.00387227 0.463402 -0.88614
0.0583961 -0.390128 -0.918907
0.793197 -0.296973 -0.531644
0.0968408 -0.799039 -0.59343
-0.236331 0.527432 -0.816065
0.0444204 0.345854 -0.937236
0.558485 -0.142293 -0.817219
-0.284033 0.0889156 -0.954683
0.338986 0.374925 -0.862856
0.252165 0.22642 -0.940822
0.927381 0.290926 -0.235214
0.383099 -0.389825 -0.83742
0.526189 0.430956 -0.733077
-0.973288 -0.14194 -0.180454
-0.311469 0.575055 -0.756504
-0.314563 0.929008 -0.194919
0.306556 0.535801 -0.786728
-0.0998855 -0.301834 -0.948113
-0.52826 0.839116 -0.129716
-0.569736 0.659923 -0.489798
-0.551842 0.214728 -0.80583
-0.472355 -0.264017 -0.840937
-0.256644 0.84483 -0.469464
-0.130674 -0.102618 -0.9861
-0.615615 -0.428665 -0.66126
-0.0559007 -0.323239 -0.944665
-0.174267 0.929138 -0.326088
0.782095 -0.0745377 -0.618686
-0.510837 0.693942 -0.507435
-0.201493 -0.234023 -0.951122
-0.42733 -0.568709 -0.702822
0.536524 0.222361 -0.814062
0.320215 -0.710917 -0.626147
-0.176658 0.579393 -0.795673
0.648548 0.534327 -0.542108
-0.811393 0.41141 -0.415191
0.405926 -0.813271 -0.41691
-0.445187 0.809771 -0.382202
-0.314384 0.877635 -0.361829
-0.743042 -0.563449 -0.361128
-0.842128 0.478192 -0.249304
0.821548 0.332981 -0.462798
0.0688005 0.814689 -0.575802
0.955784 0.0186321 -0.293478
0.472744 0.563982 -0.67708
0.601287 0.115497 -0.790642
-0.754904 0.581493 -0.30329
0.755529 -0.233518 -0.612082
0.594047 0.0367514 -0.80359
-0.344061 0.757813 -0.554384
0.0397414 -0.191296 -0.980727
0.963299 -0.164331 -0.212251
0.169121 0.345195 -0.923168
-0.220642 0.915421 -0.336632
-0.884188 -0.374527 -0.279178
-0.649181 0.162255 -0.743127
0.292604 0.339346 -0.893995
0.0459828 0.47382 -0.87942
0.813518 -0.332984 -0.476771
-0.421036 0.47472 -0.772897
-0.223214 0.645123 -0.730748
-0.766377 0.207416 -0.607985
0.530306 0.709873 -0.463525
0.826774 0.114455 -0.550767
0.842032 -0.0705526 -0.534794
-0.348834 0.23803 -0.906453
0.540528 0.302254 -0.785157
0.781029 -0.0932758 -0.61749
-0.56374 0.179915 -0.806119
0.102507 -0.268631 -0.957773
0.222082 0.463836 -0.857634
-0.599022 0.654811 -0.460862
0.848727 0.152451 -0.50638
-0.199137 0.412507 -0.888922
0.315052 -0.797725 -0.514176
-0.183053 -0.340831 -0.922131
-0.674616 0.713525 -0.189141
0.448462 -0.426559 -0.785448
-0.0557358 -0.687821 -0.723737
-0.568624 0.534436 -0.625336
-0.592297 0.177886 -0.785838
0.0519887 -0.32559 -0.944081
0.301397 0.868882 -0.392689
-0.924235 0.0298579 -0.380656
-0.818473 0.468929 -0.331976
0.708565 0.510059 -0.487622
0.672425 0.55166 -0.493473
0.827374 -0.373374 -0.419577
-0.251386 -0.871022 -0.422049
0.397669 0.408509 -0.821571
-0.823985 0.439643 -0.35744
0.199376 0.29771 -0.933605
0.7224 -0.112366 -0.682284
0.0688644 0.839181 -0.539474
-0.876556 -0.420418 -0.234304
-0.714003 0.38433 -0.585226
-0.632358 -0.18831 -0.75144
-0.203861 -0.283342 -0.937101
0.190495 0.918821 -0.345657
-0.241846 0.4587 -0.855047
0.752326 0.592445 -0.288121
-0.581958 0.779018 -0.233358
0.442904 0.335966 -0.831242
0.636237 0.112686 -0.76322
-0.674269 -0.45198 -0.584017
-0.728456 -0.116785 -0.675065
0.227791 0.363222 -0.903427
-0.00371518 -0.690434 -0.723386
0.787121 -0.428631 -0.443526
-0.558588 0.69797 -0.448125
-0.111088 -0.776699 -0.619998
-0.436446 0.552039 -0.71047
-0.63882 0.542987 -0.545045
0.159785 -0.485855 -0.85931
0.381182 -0.0907633 -0.920034
0.343404 0.57665 -0.741315
-0.889839 0.082609 -0.448735
0.647384 0.529164 -0.548525
-0.744564 -0.272342 -0.609471
-0.0247982 -0.511006 -0.859219
0.235394 -0.881774 -0.408736
-0.611678 -0.0201952 -0.790849
0.278784 -0.67279 -0.685298
0.380028 0.417354 -0.825466
-0.415203 0.211757 -0.88474
0.798708 -0.131762 -0.587116
-0.181683 -0.704293 -0.686267
0.885493 0.33234 -0.324735
0.419796 0.26258 -0.868806
-0.674428 -0.633398 -0.379413
0.707625 -0.585389 -0.395709
-0.601444 0.412271 -0.684323
-0.343923 0.419927 -0.839868
-0.281174 0.312948 -0.907196
0.671346 0.0787016 -0.736953
-0.398339 0.241946 -0.884753
-0.163861 0.0904766 -0.982326
-0.883638 0.310116 -0.350731
0.508308 -0.465867 -0.724286
0.122398 -0.399533 -0.908511
-0.861062 -0.14095 -0.488576
0.475815 0.298603 -0.827306
0.640032 0.417636 -0.644934
0.368182 -0.0887438 -0.925509
-0.615047 -0.641532 -0.458426
-0.662866 0.679995 -0.313393
-0.814343 -0.0682676 -0.576355
-0.51767 0.726619 -0.45171
-0.910293 0.266178 -0.317044
0.435371 0.170054 -0.884044
0.0211861 0.116171 -0.993003
0.686735 0.635135 -0.353552
-0.189447 -0.0784194 -0.978754
-0.554956 0.114323 -0.823987
0.415776 -0.834042 -0.362636
0.508923 -0.385838 -0.769498
-0.344901 -0.718249 -0.604286
0.523365 0.1691 -0.835161
0.27549 0.90453 -0.32547
0.416356 0.388814 -0.821871
0.607561 0.212611 -0.765288
0.798638 0.202142 -0.566848
0.334953 -0.85439 -0.39727
0.927217 0.172141 -0.332621
0.610081 -0.719588 -0.331656
-0.0409369 -0.172081 -0.984232
-0.695731 0.668049 -0.263949
0.0117148 -0.061701 -0.998026
0.554572 -0.112158 -0.824543
-0.590103 -0.356193 -0.724503
-0.108131 0.00459983 -0.994126
-0.494293 -0.471488 -0.730324
0.350401 0.547205 -0.760122
0.138578 0.133156 -0.981359
0.755784 -0.572518 -0.317825
-0.213755 0.301863 -0.929079
-0.00597466 0.533941 -0.845501
-0.833008 0.316184 -0.454011
0.639602 -0.163451 -0.751128
0.427795 0.775722 -0.463948
0.610094 -0.742565 -0.276374
0.773861 -0.253551 -0.580389
0.578962 -0.734657 -0.35367
0.06853 0.827569 -0.557165
-0.653465 0.214373 -0.725967
-0.0738804 -0.53292 -0.842934
-0.16679 -0.712536 -0.681523
0.484295 0.11155 -0.867764
-0.723803 0.0282336 -0.689429
-0.0662301 -0.162642 -0.98446
0.573732 0.409712 -0.709202
-0.00200267 -0.51369 -0.857974
-0.173738 0.971524 -0.161106
0.926624 -0.176433 -0.332024
0.408361 0.437202 -0.801308
-0.736829 -0.170531 -0.654219
0.458173 -0.594438 -0.660849
-0.273912 -0.0621192 -0.959747
0.870473 -0.181675 -0.457461
0.948771 0.15041 -0.277868
-0.292013 -0.284762 -0.913038
-0.239305 -0.226556 -0.944143
0.65777 0.693256 -0.294508
-0.216076 -0.473324 -0.853976
-0.926538 0.320364 -0.197218
0.324878 0.604217 -0.727582
-0.4472 -0.351497 -0.822473
0.207479 0.253009 -0.944955
-0.333505 0.0861794 -0.938801
0.279804 -0.103022 -0.954514
-0.240075 0.491308 -0.837246
0.00755506 0.972338 -0.233458
0.554921 0.4465 -0.701927
0.317366 -0.720594 -0.616461
-0.0335941 0.0070065 -0.999411
-0.722205 0.261409 -0.640379
-0.187411 0.861662 -0.47161
0.158294 0.019641 -0.987197
-0.167268 -0.727356 -0.665564
-0.157558 0.313072 -0.936569
0.904757 0.21161 -0.369642
0.704368 -0.538731 -0.462206
-0.173568 0.38136 -0.907986
0.0916073 -0.478732 -0.873169
-0.430905 0.837578 -0.335833
0.538883 0.333268 -0.773652
0.707388 -0.26747 -0.654265
0.11118 0.844734 -0.523511
-0.248326 -0.431089 -0.867466
0.427508 -0.347867 -0.834401
-0.572918 0.714716 -0.40118
-0.171358 -0.185039 -0.967676
-0.0271972 -0.587292 -0.808918
0.186172 -0.00348759 -0.982511
-0.461367 -0.0159512 -0.887066
0.736004 -0.285948 -0.613622
0.43806 -0.202835 -0.875763
0.868983 0.432556 -0.240342
0.956739 0.164896 -0.239709
0.683012 0.699255 -0.211037
-0.73702 0.0712856 -0.672101
-0.752746 0.124479 -0.646435
-0.337612 -0.661114 -0.670034
0.505177 0.251405 -0.825586
0.0828494 -0.648766 -0.756465
-0.0457655 -0.348217 -0.936296
0.452869 -0.488722 -0.745695
0.0558169 0.552489 -0.831649
0.6579 -0.691189 -0.299041
-0.127624 0.371122 -0.919772
0.21934 -0.826991 -0.517663
-0.247534 0.623935 -0.741236
0.220763 -0.45835 -0.860918
0.233673 0.714991 -0.658927
0.440758 0.608955 -0.659474
-0.24073 0.821065 -0.517592
-0.0548088 -0.422979 -0.90448
-0.713902 0.255653 -0.651909
-0.201282 -0.418067 -0.885836
-0.0618574 0.478608 -0.875847
-0.355933 0.0760177 -0.931415
-0.938463 0.0182116 -0.3449
-0.477258 -0.727958 -0.492241
-0.901939 -0.304512 -0.306233
0.265895 -0.105017 -0.958265
-0.773337 -0.358941 -0.5226
0.190872 0.643512 -0.741256
0.292808 -0.580894 -0.75949
0.510995 -0.763842 -0.394246
-0.622873 -0.586677 -0.517533
0.622709 0.462268 -0.631301
-0.932788 -0.296327 -0.205174
-0.13028 0.439949 -0.888522
-0.132881 -0.296914 -0.945613
-0.905275 0.262018 -0.3344
0.597155 -0.048719 -0.800645
0.733516 0.345062 -0.585565
0.0903777 0.898152 -0.430297
0.574077 0.373925 -0.728434
0.301734 0.328682 -0.894944
0.97455 -0.188026 -0.122056
0.286455 -0.18513 -0.940038
-0.719698 0.459602 -0.520385
-0.0820653 -0.315 -0.945537
0.239971 0.800676 -0.548937
-0.869595 -0.377962 -0.317725
-0.0797197 0.00726385 -0.996791
0.0261462 0.354431 -0.934717
-0.315008 0.375462 -0.871664
-0.397126 0.731347 -0.554457
-0.455677 0.838049 -0.300054
-0.526472 -0.294835 -0.797433
0.389838 0.175172 -0.904069
-0.958281 0.188243 -0.215085
0.302428 0.551768 -0.777232
-0.285667 0.868709 -0.404647
-0.397025 -0.217289 -0.891715
-0.130542 -0.137291 -0.981891
0.769729 0.304166 -0.561249
-0.810792 -0.118342 -0.573247
0.823746 -0.103909 -0.557355
0.545956 0.066098 -0.835202
0.483555 0.374749 -0.791036
0.282413 -0.68709 -0.66944
-0.28489 -0.390324 -0.875491
0.674013 -0.236422 -0.699865
-0.149033 -0.818072 -0.55547
0.435758 0.254349 -0.863378
-0.573991 -0.209588 -0.791585
-0.636513 -0.078667 -0.767243
0.50585 -0.072358 -0.859581
0.552072 0.091639 -0.828745
-0.742934 -0.405521 -0.532543
-0.296158 0.910337 -0.289098
-0.383942 -0.230409 -0.894148
0.937054 0.348038 -0.0282606
0.293305 0.720694 -0.62815
-0.71462 0.44222 -0.541996
0.0671589 -0.54247 -0.837386
-0.355852 -0.566649 -0.743155
0.497832 -0.826309 -0.263395
-0.856064 0.187017 -0.481849
0.534432 -0.404384 -0.742196
0.113453 -0.323844 -0.939283
0.371433 0.339135 -0.864306
0.918533 0.392384 -0.0482891
-0.694379 0.0590499 -0.717183
-0.389729 -0.675715 -0.625716
0.146447 0.0794678 -0.986021
0.339766 -0.0119241 -0.940434
0.347189 -0.238094 -0.907067
-0.399449 -0.694849 -0.598018
-0.499738 -0.419225 -0.757966
0.539747 0.027647 -0.841373
-0.663066 -0.272678 -0.69713
0.291857 0.377186 -0.878949
-0.502849 -0.861273 -0.0731543
-0.770001 -0.462652 -0.439376
-0.29703 -0.242139 -0.923657
-0.029928 0.139181 -0.989815
0.823085 0.256365 -0.506763
-0.403911 0.145905 -0.903088
-0.727175 -0.255685 -0.637057
-0.253002 0.591133 -0.765866
-0.458227 0.458874 -0.761225
-0.96774 0.0272795 -0.250471
0.398512 -0.173269 -0.900647
-0.299648 -0.288154 -0.909493
0.264368 -0.0519381 -0.963022
-0.154014 -0.932452 -0.326823
-0.108668 0.493431 -0.86297
-0.371826 0.172618 -0.912112
-0.451122 0.729773 -0.513732
0.494764 -0.275582 -0.824174
0.75766 -0.570817 -0.316415
0.705011 -0.480922 -0.521224
0.637782 0.0084702 -0.77017
-0.791328 -0.228703 -0.567005
-0.645324 0.70733 -0.288514
0.648371 -0.289735 -0.704038
-0.382788 -0.319473 -0.866839
-0.490546 0.309466 -0.814614
-0.375744 -0.905865 -0.195511
-0.641149 -0.037007 -0.766524
0.673308 -0.656391 -0.340306
-0.198154 -0.967599 -0.156485
0.216433 0.564641 -0.796453
0.282187 0.701785 -0.654116
0.567246 0.43014 -0.70229
-0.00380339 0.141483 -0.989933
-0.0960791 -0.547543 -0.831243
0.502959 0.229345 -0.833326
-0.163187 -0.912642 -0.374772
0.194889 0.0471736 -0.97969
0.0527083 0.662335 -0.747352
0.719538 -0.399155 -0.568279
-0.446928 -0.134597 -0.884386
0.317649 -0.794204 -0.518015
-0.890734 -0.12115 -0.438081
0.25886 0.0602871 -0.964032
0.88619 -0.289379 -0.361838
-0.657722 -0.0671917 -0.750258
-0.360118 0.798022 -0.483193
0.069913 -0.366874 -0.92764
0.344983 -0.337345 -0.875891
0.544411 0.560863 -0.623739
0.822191 0.165042 -0.54476
0.599676 0.184042 -0.778792
-0.151801 -0.0661422 -0.986196
0.463143 0.55078 -0.694364
-0.334019 0.0520288 -0.941129
0.144237 0.74778 -0.64809
0.587854 -0.289406 -0.755428
0.366407 -0.196637 -0.909439
0.0891338 -0.185439 -0.978605
0.143288 -0.367309 -0.918996
0.480506 -0.311897 -0.819655
-0.00347399 -0.714951 -0.699166
-0.30781 0.414702 -0.856315
-0.675823 -0.468408 -0.569084
0.854625 -0.107945 -0.507902
0.257615 -0.291697 -0.921166
-0.355608 -0.933608 -0.0438139
0.492723 0.13364 -0.859863
-0.719241 0.270253 -0.640044
0.72835 0.0888753 -0.679417
-0.378204 -0.736097 -0.561358
0.301734 0.2579 -0.917848
0.416611 0.602776 -0.680512
-0.40869 0.830243 -0.379037
-0.301545 -0.919517 -0.252111
-0.0228181 0.123434 -0.99209
-0.514366 0.186226 -0.837107
-0.445472 0.212389 -0.869739
-0.404177 -0.471027 -0.784075
0.381552 0.519752 -0.76438
0.824985 0.0936592 -0.55734
0.683165 0.228431 -0.693617
-0.710012 -0.569506 -0.414181
-0.150104 -0.875836 -0.458673
0.428962 -0.104782 -0.897225
-0.410404 0.73982 -0.533137
0.76608 0.231795 -0.599493
-0.460275 0.687241 -0.562003
0.679642 0.654727 -0.330786
0.59126 0.397697 -0.701605
0.0805446 -0.757908 -0.647371
-0.821787 -0.568752 -0.034461
0.258098 0.451076 -0.854351
0.0668684 -0.423329 -0.903505
0.768124 -0.0122382 -0.640185
0.541042 0.652122 -0.531046
0.0335848 0.817016 -0.575636
-0.934253 0.150381 -0.323353
0.902976 0.409711 -0.129504
0.665232 -0.0902383 -0.741164
0.764124 0.185322 -0.617876
-0.94161 0.119754 -0.31469
-0.403953 0.523501 -0.750179
0.775269 0.316852 -0.546409
-0.0662508 -0.564007 -0.823108
-0.491082 -0.726357 -0.480878
0.864461 -0.00908399 -0.502617
0.126324 -0.774026 -0.620425
-0.739805 0.120052 -0.662024
0.764416 -0.406657 -0.500299
0.321662 0.502257 -0.802665
-0.574369 0.278021 -0.769938
0.613688 0.145792 -0.775972
-0.634573 -0.460675 -0.620561
0.698682 -0.35676 -0.620134
0.0649155 -0.307915 -0.949197
0.376051 0.390263 -0.840405
0.355646 -0.93144 -0.0770384
-0.78662 0.0431697 -0.615926
0.911026 -0.0545254 -0.408728
-0.382041 -0.171813 -0.908033
0.723576 -0.387207 -0.571409
0.511274 0.549434 -0.660849
-0.0428159 -0.486647 -0.872549
-0.225791 0.293509 -0.928908
-0.694471 -0.707242 -0.132356
-0.295404 0.847075 -0.441815
-0.327898 -0.725338 -0.605283
-0.429647 0.309873 -0.848164
0.50764 -0.282696 -0.81387
-0.395156 -0.0192565 -0.918412
0.160955 0.0735809 -0.984215
-0.0678747 0.190508 -0.979336
0.427158 0.43458 -0.792891
-0.892243 -0.0763276 -0.445058
-0.208717 -0.650538 -0.730231
0.514136 0.727987 -0.453541
0.233259 0.0188857 -0.972231
-0.000732158 -0.187845 -0.982198
0.651854 -0.35142 -0.672004
0.982134 0.0700787 -0.174649
0.402591 -0.177936 -0.897919
-0.288669 0.283306 -0.914553
0.513946 0.21706 -0.829906
-0.393561 0.0128317 -0.919209
0.459034 -0.177223 -0.870563
-0.37319 -0.042258 -0.926792
0.852242 -0.093603 -0.514706
-0.0445688 0.8848 -0.463834
-0.775116 0.0626432 -0.628706
-0.896285 0.227264 -0.38082
-0.629428 -0.557498 -0.54131
-0.6119 0.259124 -0.747284
-0.446171 -0.126068 -0.886024
0.178309 0.88391 -0.43233
-0.474474 0.0694096 -0.877529
-0.514422 -0.0926646 -0.852516
0.701099 -0.682993 -0.204892
-0.101905 0.769568 -0.630381
0.516756 0.147866 -0.843267
0.153335 -0.287451 -0.945442
0.078961 0.0739895 -0.994128
-0.092751 -0.27692 -0.956406
-0.296662 -0.249151 -0.921909
-0.4694 0.532695 -0.704202
-0.484029 -0.553304 -0.677916
-0.818207 0.0518499 -0.572581
0.407291 -0.647071 -0.644526
0.566968 0.294891 -0.769147
-0.864747 0.371967 -0.337421
0.644345 0.39547 -0.65454
-0.259382 -0.64258 -0.72098
0.0322834 0.850877 -0.524371
0.707598 -0.389566 -0.589528
-0.0386015 0.543188 -0.838723
-0.885512 -0.181069 -0.427882
-0.344294 0.598425 -0.723429
0.404507 -0.666999 -0.625688
-0.374968 0.184895 -0.908412
-0.50873 0.0198566 -0.860697
0.195932 -0.155013 -0.968288
0.0787789 -0.0482864 -0.995722
-0.529793 -0.203962 -0.823237
-0.0988557 -0.529355 -0.842621
-0.0650607 0.364658 -0.928866
-0.119161 -0.539506 -0.833507
0.647382 -0.580548 -0.493822
-0.354642 -0.0335629 -0.9344
-0.728021 0.517523 -0.449617
0.404404 -0.122303 -0.906366
-0.624104 -0.596924 -0.504159
0.884407 0.031962 -0.46562
0.928588 0.179262 -0.324945
-0.154926 0.54324 -0.825159
0.867338 -0.442761 -0.227348
0.155665 -0.45407 -0.877262
-0.44324 -0.484552 -0.754154
0.0748699 0.148563 -0.986065
0.581276 0.658754 -0.477663
0.585092 0.50989 -0.630618
0.381053 -0.145121 -0.913093
0.302748 0.0631269 -0.950978
-0.486962 -0.491238 -0.722186
-0.298847 0.60371 -0.73907
0.00733242 0.461938 -0.886882
0.35976 0.636346 -0.682376
-0.181207 -0.765652 -0.617204
-0.832338 0.108688 -0.543507
-0.344747 -0.262532 -0.901236
0.573395 0.622231 -0.53296
-0.246942 0.0398005 -0.968213
0.863193 -0.142652 -0.484303
-0.751235 -0.439954 -0.492022
-0.286004 0.864663 -0.412988
0.742422 0.336924 -0.579044
-0.627776 -0.762242 -0.157747
-0.90576 0.177123 -0.385002
-0.964683 -0.0234879 -0.262363
0.387261 0.84609 -0.36628
-0.645727 0.20394 -0.735829
-0.0520293 0.579203 -0.813521
-0.247331 -0.580975 -0.775432
-0.43819 0.187714 -0.879064
-0.357658 0.003321 -0.933847
-0.54239 0.403309 -0.736991
0.579685 -0.36399 -0.729025
-0.273895 0.650418 -0.708475
0.825562 0.23875 -0.511317
0.651872 -0.61972 -0.437047
0.338493 0.592973 -0.73062
-0.105422 0.463456 -0.879827
-0.200619 0.143138 -0.969156
0.77306 0.285744 -0.566329
-0.629992 0.507468 -0.587866
-0.172736 0.282628 -0.943548
-0.691321 0.551004 -0.467408
0.15746 -0.0421747 -0.986624
-0.249597 -0.612423 -0.750093
-0.48411 0.822756 -0.297842
-0.59816 0.679722 -0.424479
-0.0887373 -0.756002 -0.648527
-0.363282 0.33444 -0.869584
-0.810229 -0.308171 -0.498557
-0.183779 0.833125 -0.521659
0.236541 0.159807 -0.958389
0.125558 0.963314 -0.237193
-0.497088 0.540824 -0.678537
0.212028 -0.689301 -0.692754
-0.599144 -0.578393 -0.553614
-0.683533 0.135734 -0.717188
0.80143 0.566613 -0.191467
-0.15059 0.0710272 -0.986042
-0.342707 0.236666 -0.909143
0.00385767 -0.535289 -0.84466
-0.164207 -0.463626 -0.870682
0.03176 0.226477 -0.973499
0.470636 0.195912 -0.860302
-0.38738 -0.621221 -0.681191
0.363337 -0.0884107 -0.927454
0.271689 -0.950067 -0.153487
-0.300808 0.487014 -0.819959
0.286584 -0.280889 -0.915954
0.568396 0.23703 -0.787873
0.834389 0.24047 -0.495953
-0.375257 -0.513475 -0.771703
-0.219109 -0.630321 -0.744773
-0.294964 0.0081975 -0.955473
0.982072 -0.143888 -0.121782
0.332812 -0.87768 -0.344839
0.87582 -0.0491641 -0.480127
0.0302103 0.430511 -0.90208
0.332386 0.266253 -0.904781
0.0188915 -0.755988 -0.654313
-0.142703 0.289123 -0.946596
0.580023 0.300978 -0.756958
-0.34841 0.183109 -0.919283
0.216216 0.938375 -0.269636
0.912873 0.0327061 -0.406931
0.488477 -0.135987 -0.861915
-0.620319 -0.251396 -0.74297
0.827365 0.05852 -0.558608
0.436397 0.390667 -0.810516
-0.640082 0.401403 -0.655111
-0.842547 0.0555875 -0.535746
0.070261 -0.976892 -0.201856
0.353049 -0.536402 -0.76657
-0.214042 -0.781396 -0.58618
0.437333 0.42559 -0.79222
-0.246459 0.562963 -0.788879
0.213865 0.0187309 -0.976684
-0.507327 0.512213 -0.693006
-0.645206 -0.761994 -0.0554395
0.162424 0.689579 -0.705762
-0.443586 -0.0320854 -0.895657
-0.387866 -0.764888 -0.514302
0.230054 -0.831322 -0.505944
0.0285751 0.945914 -0.323155
0.0959044 0.500666 -0.860312
0.392741 0.480638 -0.784055
-0.30763 -0.0551084 -0.949909
0.767313 0.0496264 -0.63935
0.514769 0.313624 -0.797905
-0.301899 0.593238 -0.746275
0.236983 -0.209111 -0.948742
-0.0135765 -0.32962 -0.944016
0.242629 0.488394 -0.838214
0.235909 0.762072 -0.602987
-0.223714 -0.868485 -0.442363
0.271553 -0.804971 -0.527524
-0.602342 -0.480409 -0.637488
-0.4485 -0.816221 -0.364186
-0.344366 -0.345398 -0.872991
0.262682 0.141345 -0.954474
-0.0197219 0.0705912 -0.99731
0.0434464 0.379601 -0.92413
-0.288888 0.580613 -0.761205
-0.75161 0.226546 -0.619482
0.0943253 0.919395 -0.381857
0.649311 -0.526195 -0.549103
0.808123 0.477431 -0.344961
0.423196 0.339801 -0.839905
-0.711993 0.198528 -0.673537
-0.53098 0.163276 -0.831506
0.795869 0.327364 -0.509338
-0.357548 -0.366319 -0.859052
0.775676 -0.414324 -0.476091
-0.938209 -0.205845 -0.278193
0.0421037 -0.410196 -0.911025
0.78206 0.160533 -0.602172
-0.0709806 -0.446802 -0.891813
-0.0324364 -0.269561 -0.962437
-0.601917 -0.584445 -0.544169
-0.155448 0.0482619 -0.986664
-0.0236028 -0.932667 -0.359965
0.69237 0.12028 -0.711446
-0.244508 0.371891 -0.895496
-0.053203 0.319508 -0.946089
0.540934 -0.256713 -0.80093
0.359131 0.218036 -0.907461
0.78111 0.0298096 -0.623681
0.10148 -0.357879 -0.928237
0.0859794 0.124449 -0.988494
-0.401948 0.420698 -0.813296
0.621459 0.699192 -0.353439
0.170319 0.707354 -0.686033
-0.539904 -0.440335 -0.717363
-0.00454421 0.661711 -0.749745
-0.467669 -0.130152 -0.874269
0.311833 0.725284 -0.613778
0.387171 0.145105 -0.910518
-0.194009 -0.916497 -0.349849
0.0662837 0.324806 -0.943455
0.127517 0.387657 -0.912941
-0.407946 0.888022 -0.212125
0.0984587 -0.577617 -0.810348
-0.0400472 0.703408 -0.709657
0.0291364 0.811527 -0.583589
-0.483423 0.237533 -0.842544
-0.432247 -0.307115 -0.847846
-0.448623 0.649829 -0.613563
-0.64387 -0.540036 -0.542026
-0.492146 -0.586919 -0.642898
0.32136 0.312586 -0.893878
0.386713 0.0979981 -0.916978
0.700482 -0.329566 -0.633017
-0.539507 -0.813629 -0.216658
-0.502681 -0.667042 -0.549878
0.0137883 -0.499187 -0.866384
-0.428638 -0.566622 -0.703711
0.241445 0.12821 -0.961908
0.407606 0.215782 -0.887296
0.348871 -0.782587 -0.515604
-0.716119 0.647182 -0.261397
0.227815 -0.00973967 -0.973656
-0.629416 -0.077628 -0.773182
0.307413 0.939577 -0.150641
0.337231 -0.936577 -0.0953868
-0.711454 -0.323241 -0.623977
0.772887 0.441023 -0.456228
0.753879 -0.316525 -0.575742
-0.284204 0.580628 -0.762955
0.377443 0.884708 -0.273549
-0.0830617 0.145665 -0.985841
0.46549 -0.341116 -0.816675
0.00215564 0.971234 -0.238118
0.131704 0.510834 -0.849531
0.59144 0.682163 -0.429946
-0.923644 -0.172174 -0.3424
-0.324189 -0.548064 -0.771056
0.842042 -0.382117 -0.380726
0.0513704 0.444868 -0.894122
0.491083 -0.226362 -0.841188
-0.198325 -0.0363171 -0.979463
-0.0750686 0.398269 -0.914192
-0.41967 0.384212 -0.82235
0.329452 0.815024 -0.476651
0.868577 0.173455 -0.464206
0.405309 0.801616 -0.439474
-0.828397 -0.485109 -0.280049
0.74429 -0.182404 -0.642465
-0.932165 -0.132688 -0.336843
0.691256 0.445139 -0.569225
0.258544 -0.0647542 -0.963827
-0.729666 -0.649954 -0.212481
-0.402911 0.267653 -0.875228
0.481233 -0.868047 -0.122102
-0.0146145 -0.540197 -0.841412
0.451594 0.109628 -0.885463
0.568323 -0.612658 -0.549235
0.470128 0.397871 -0.787831
0.392354 0.211564 -0.895153
0.594595 0.0984782 -0.797971
-0.12664 -0.809904 -0.572728
-0.101547 -0.285462 -0.952995
-0.660469 -0.622436 -0.419945
-0.130909 -0.943343 -0.304905
0.264788 -0.137007 -0.954524
0.200729 0.692889 -0.69254
0.507371 0.793765 -0.335427
0.754414 0.559007 -0.34405
-0.298618 -0.588852 -0.751053
0.439539 -0.723087 -0.532869
-0.0520098 0.0246147 -0.998343
-0.909231 -0.313475 -0.273921
0.57947 0.393231 -0.713851
-0.63417 0.623689 -0.456991
-0.984422 0.0276316 -0.173638
-0.828702 -0.0178993 -0.559404
0.387368 0.623702 -0.678927
0.0949925 -0.301355 -0.948768
-0.193751 0.507824 -0.83939
-0.0107365 -0.336845 -0.941499
0.685086 0.573454 -0.449229
0.30082 -0.139487 -0.943425
-0.159693 -0.440916 -0.883227
0.492587 0.0817854 -0.866412
0.629523 -0.0450051 -0.775678
-0.603915 0.68607 -0.405702
-0.154328 0.814371 -0.559449
0.747496 -0.399832 -0.530457
-0.582019 -0.600197 -0.548651
-0.750143 0.140423 -0.646194
-0.314049 -0.663504 -0.67907
-0.4503 0.460333 -0.765064
0.427266 0.812582 -0.396428
0.200979 0.202741 -0.958386
-0.226239 -0.139097 -0.964089
0.297991 -0.899828 -0.318606
-0.772818 0.132108 -0.620725
-0.0840827 -0.741943 -0.66517
-0.14724 0.973096 -0.177216
-0.461753 -0.520355 -0.718342
0.669943 -0.495063 -0.553254
-0.860058 0.0501332 -0.507727
-0.307789 -0.214123 -0.927047
-0.80401 0.530295 -0.268989
0.895002 -0.146546 -0.421303
-0.148927 -0.524297 -0.838411
0.207223 0.316326 -0.925741
0.0338029 0.594164 -0.803633
