# dx dy dz
-0.193036 0.159549 -0.968133
0.283731 -0.830847 -0.478739
0.0280895 0.971891 -0.233749
0.318946 -0.52563 -0.788661
0.494731 0.524615 -0.692835
0.13711 0.794277 -0.591883
-0.82283 0.187193 -0.536572
0.0411432 -0.237195 -0.97059
0.218933 0.79596 -0.564373
0.302661 0.36781 -0.879268
-0.43958 -0.110667 -0.89136
-0.0526831 0.264755 -0.962875
0.753728 0.229558 -0.615789
-0.038585 -0.260385 -0.964734
-0.287732 0.631335 -0.720158
-0.870657 -0.287637 -0.399025
-0.665011 0.473805 -0.577295
0.13822 -0.704317 -0.696299
0.057408 -0.393979 -0.917325
-0.292795 -0.119956 -0.948621
-0.232905 -0.3763 -0.896746
0.280873 -0.367898 -0.886432
0.0840559 0.971458 -0.221822
0.48038 -0.628463 -0.611776
-0.946999 -0.0418316 -0.318501
0.327883 0.37017 -0.869176
-0.163061 0.634223 -0.755759
0.128093 -0.979886 -0.15302
-0.230817 -0.601059 -0.765148
0.336536 -0.742402 -0.579295
-0.521574 0.792798 -0.315328
-0.564191 0.138293 -0.81398
-0.00747664 0.551078 -0.83442
0.250712 0.265902 -0.930828
-0.258887 -0.832562 -0.489713
0.791999 0.0950992 -0.603071
-0.213711 0.569921 -0.793422
0.0552925 -0.467706 -0.882153
0.4466 0.390169 -0.805181
0.506631 -0.586387 -0.63204
-0.0139924 -0.602064 -0.798326
-0.0906764 -0.170594 -0.98116
-0.125945 0.180537 -0.975471
-0.621934 -0.403446 -0.671141
0.610361 0.644667 -0.460287
0.56277 -0.218106 -0.79732
-0.702348 0.239158 -0.670456
0.144186 0.884142 -0.444413
0.280845 0.159021 -0.946487
-0.430337 0.345752 -0.833826
0.123244 0.0724974 -0.989725
0.3146 -0.714371 -0.62506
0.937048 0.0371543 -0.347217
0.769049 -0.290411 -0.569407
0.838664 -0.0620018 -0.541108
0.00266693 -0.114167 -0.993458
0.476941 -0.804391 -0.354235
0.491923 0.544561 -0.679312
-0.522186 -0.0100959 -0.852772
-0.440425 -0.71394 -0.544349
-0.886379 0.15431 -0.436487
-0.197514 0.236417 -0.951365
-0.915483 0.0113601 -0.402197
-0.795298 0.554596 -0.244794
0.0863042 0.94399 -0.318489
-0.341704 0.814792 -0.46835
-0.629409 0.772705 -0.0822918
0.247739 0.200644 -0.947822
-0.656135 0.359696 -0.663404
-0.420672 -0.161041 -0.892805
-0.116909 0.368953 -0.922066
0.106667 0.19113 -0.975752
0.293788 0.118945 -0.948441
-0.62218 -0.422442 -0.659116
0.0943113 0.936905 -0.336623
0.0984844 0.409478 -0.906989
-0.113011 -0.766752 -0.631917
-0.760066 -0.543476 -0.356277
0.557019 0.825627 -0.089836
0.083712 -0.859998 -0.503384
-0.515703 0.287546 -0.807074
0.47513 0.0135342 -0.879812
-0.0724599 0.808606 -0.583871
-0.105592 -0.469823 -0.876423
-0.775319 -0.200784 -0.598804
-0.249213 0.637578 -0.728963
-0.241239 -0.226602 -0.943639
-0.717532 -0.257555 -0.647158
0.711043 0.143366 -0.688378
0.799551 -0.244138 -0.548739
0.0767684 0.885639 -0.457985
-0.378182 -0.433987 -0.8177
0.136866 -0.830144 -0.54049
0.0344285 0.164781 -0.985729
-0.0229396 -0.512286 -0.858509
-0.416904 0.780449 -0.465931
-0.604983 0.0986758 -0.790101
0.423443 -0.151665 -0.893137
-0.852396 0.0864153 -0.515706
-0.757817 -0.612997 -0.223491
-0.67223 -0.278397 -0.686004
-0.429174 0.747834 -0.506511
0.24632 0.203542 -0.947574
0.443109 0.838742 -0.316491
-0.630709 -0.500856 -0.592747
-0.623149 0.329609 -0.709255
0.223375 -0.720608 -0.656375
0.714639 0.351777 -0.604602
-0.493825 0.0203274 -0.869324
-0.687806 0.088748 -0.720449
-0.808223 0.136414 -0.572859
0.711103 0.158504 -0.684988
-0.985751 0.0665259 -0.154496
0.476941 0.417229 -0.773594
-0.164831 -0.745478 -0.645828
-0.882054 -0.143426 -0.448788
0.236614 0.855167 -0.461198
-0.513093 0.012091 -0.858248
-0.106573 -0.184079 -0.977117
0.787635 -0.316654 -0.528547
-0.177292 -0.38073 -0.907531
0.483437 0.659705 -0.575394
0.909807 0.112397 -0.399523
-0.00605897 -0.542025 -0.84034
0.244076 -0.428421 -0.86999
0.383311 0.343462 -0.857383
-0.151353 -0.620142 -0.769751
-0.474354 0.384135 -0.792104
-0.595247 0.234892 -0.768445
-0.172265 -0.207919 -0.962857
0.238847 -0.664165 -0.708404
0.0496563 0.0811295 -0.995466
0.718196 0.537798 -0.441552
0.0617288 -0.56587 -0.822181
0.362425 0.000857135 -0.932012
-0.254775 0.154031 -0.954654
-0.933342 -0.219064 -0.2844
-0.750133 -0.372398 -0.546462
-0.898591 0.119879 -0.422095
0.559549 0.194385 -0.805679
-0.237317 0.0326937 -0.970882
0.582711 0.21948 -0.782481
0.827888 -0.441256 -0.346258
-0.5856 0.138703 -0.798645
0.450621 -0.0167782 -0.892558
-0.738041 0.545034 -0.397785
0.380433 0.76724 -0.516346
-0.259058 0.413851 -0.872706
0.150134 -0.110628 -0.982457
0.133665 -0.0423343 -0.990122
-0.902058 0.2627 -0.342461
0.124026 -0.25247 -0.959623
-0.0555222 0.484682 -0.872926
0.31398 -0.934312 -0.168752
-0.513216 -0.258965 -0.818258
0.61256 -0.280171 -0.739104
-0.954809 -0.273878 -0.115461
0.732375 -0.0818554 -0.675964
-0.185535 -0.864399 -0.467323
-0.537378 0.643534 -0.545059
-0.448523 -0.0480158 -0.89248
-0.308745 -0.915781 -0.256947
0.216515 -0.143493 -0.965676
0.470926 -0.881185 -0.0417398
-0.154865 -0.754049 -0.6383
-0.198067 0.867967 -0.455415
-0.500686 0.137143 -0.854696
-0.56214 0.067373 -0.824293
0.386925 0.109497 -0.915587
-0.485687 0.0210192 -0.87388
-0.101291 -0.266694 -0.958444
0.370338 0.363487 -0.854826
0.558405 -0.736828 -0.381142
-0.00756514 0.299066 -0.954203
0.0812848 0.837677 -0.540083
-0.504862 0.528972 -0.682132
-0.0667359 -0.19997 -0.977527
0.585665 -0.506478 -0.632832
-0.28046 -0.905546 -0.318321
0.741969 0.0392852 -0.669282
-0.394208 0.408 -0.82349
0.397231 0.00748898 -0.917688
0.125383 -0.841314 -0.525804
0.356523 0.190501 -0.914659
-0.632394 -0.360303 -0.685754
0.00342033 -0.704731 -0.709467
0.108919 0.231194 -0.966792
0.210375 0.0590521 -0.975836
0.261565 0.269339 -0.926844
0.316251 -0.273453 -0.90841
0.697584 0.326049 -0.63802
0.327201 0.634935 -0.699855
-0.700105 0.445111 -0.558327
0.196572 0.294956 -0.935072
0.296526 0.493656 -0.817543
0.496891 0.758629 -0.421403
-0.019738 0.406012 -0.913655
0.0651118 0.0371752 -0.997185
-0.458057 -0.761342 -0.458849
0.361372 0.390368 -0.846772
-0.615863 -0.574931 -0.538671
-0.038551 -0.793101 -0.607869
0.866733 -0.0832006 -0.491784
0.380511 -0.857007 -0.347492
0.619724 -0.519697 -0.588096
0.749489 -0.257943 -0.609698
-0.0212017 0.756616 -0.653516
-0.114977 0.21966 -0.968778
-0.563585 0.107154 -0.819079
-0.48798 0.632322 -0.601701
-0.376985 -0.279231 -0.883127
0.82066 -0.436675 -0.368553
-0.44709 0.526018 -0.723475
0.398798 -0.657407 -0.639357
-0.226392 -0.80591 -0.547043
0.37366 0.872503 -0.314828
-0.194015 0.113536 -0.974406
-0.619012 0.136306 -0.773463
-0.621899 0.119105 -0.773987
0.532088 0.128456 -0.836888
0.254531 -0.00831325 -0.967029
-0.524635 -0.42665 -0.736701
0.336091 0.458448 -0.82272
-0.359559 -0.205054 -0.910313
-0.0632361 -0.520381 -0.851589
-0.418592 -0.806601 -0.417343
-0.172445 0.567547 -0.805079
-0.93608 -0.293904 -0.193326
-0.152428 -0.341364 -0.927489
-0.169321 -0.620114 -0.766021
0.829152 -0.238942 -0.505384
-0.400378 0.855296 -0.328885
0.684723 0.130775 -0.716974
-0.285861 -0.162768 -0.944346
-0.71709 0.378239 -0.58542
0.650767 -0.380498 -0.657057
-0.345274 -0.617724 -0.706543
-0.130642 -0.966159 -0.222416
0.0712948 -0.436802 -0.896728
-0.742754 -0.12326 -0.658122
-0.824913 -0.00947597 -0.56518
-0.157026 -0.806372 -0.570181
-0.359627 0.246589 -0.899924
0.128416 0.752336 -0.646142
-0.67137 0.64684 -0.361746
0.629859 -0.0884976 -0.771651
-0.806797 -0.145063 -0.572744
0.545628 -0.0522839 -0.836395
-0.223481 0.476808 -0.850123
-0.444292 -0.61276 -0.653552
0.179973 0.566585 -0.804109
-0.804698 0.0307548 -0.592887
-0.361024 -0.173471 -0.91628
-0.0632248 -0.392015 -0.917784
0.201099 -0.322252 -0.925047
0.57347 0.041369 -0.818182
-0.702587 -0.644575 -0.301488
-0.739541 0.267301 -0.617761
-0.859126 -0.504184 -0.0877541
0.613102 0.469069 -0.635673
-0.927074 -0.339889 -0.158141
0.398693 0.615273 -0.680062
-0.366846 0.761842 -0.533874
-0.409407 0.0932672 -0.907572
0.718486 -0.462348 -0.519627
0.16112 -0.112131 -0.980544
-0.301434 0.323404 -0.896966
0.197203 -0.733085 -0.650921
0.4477 -0.435494 -0.780967
0.272389 0.535903 -0.799132
-0.385512 0.881467 -0.272759
0.515771 0.184822 -0.836553
-0.711302 0.388778 -0.585578
-0.216338 0.970881 -0.102894
-0.0678837 -0.520543 -0.851133
0.157613 0.641697 -0.750589
-0.235406 0.54522 -0.804561
0.927974 -0.143064 -0.344088
0.709917 0.278858 -0.646727
0.46478 0.65685 -0.593741
0.139211 0.0251836 -0.989942
0.858171 0.402565 -0.318566
0.058994 -0.348768 -0.935351
0.329283 -0.842026 -0.427276
-0.21698 0.945626 -0.242303
0.213323 -0.623533 -0.75213
0.808463 -0.0375202 -0.587351
-0.79468 0.293877 -0.53115
0.212083 0.447874 -0.868579
0.831627 -0.0229408 -0.554861
-0.783618 0.0299659 -0.620519
0.669691 -0.0669708 -0.739614
0.402222 0.685128 -0.607302
-0.0124622 0.496334 -0.868042
0.148155 -0.462861 -0.873962
0.161713 0.760026 -0.629451
0.339123 0.207137 -0.917655
-0.253629 -0.224287 -0.94094
-0.894983 0.406657 -0.1834
-0.0907195 -0.426136 -0.900099
0.597105 0.669529 -0.441812
-0.278918 -0.247287 -0.92793
-0.536725 -0.195043 -0.820905
0.232549 0.681944 -0.69345
0.147345 -0.209033 -0.966744
0.632768 0.487145 -0.601909
-0.958586 0.12464 -0.256083
0.934133 -0.220354 -0.280785
0.395078 0.415929 -0.819095
0.12967 0.946444 -0.295684
0.845936 0.0736848 -0.528169
0.0152729 -0.647014 -0.762325
0.0210437 0.0222444 -0.999531
0.523941 0.363391 -0.770346
-0.0842883 -0.853316 -0.514536
-0.0891493 -0.237841 -0.967204
-0.844147 -0.137118 -0.51828
0.940719 0.103298 -0.323074
-0.613917 0.30102 -0.729721
0.0858243 -0.994788 -0.0550582
0.424492 -0.10974 -0.898757
0.0803373 -0.903597 -0.420783
0.919134 -0.246163 -0.307565
-0.832957 -0.331345 -0.443163
-0.630066 0.174936 -0.756581
0.725317 -0.162606 -0.668935
0.315462 0.614062 -0.723472
-0.622283 -0.320113 -0.714347
-0.523298 -0.0283693 -0.851677
-0.869791 -0.120183 -0.47856
-0.173422 -0.428206 -0.886885
-0.581777 -0.0509935 -0.811748
0.690074 -0.696605 -0.196314
0.419979 0.0903501 -0.903025
0.637243 0.743547 -0.202632
-0.22145 0.750767 -0.622342
0.0777947 0.265273 -0.96103
0.0472822 0.144296 -0.988404
0.649835 -0.448681 -0.613515
0.480866 -0.644913 -0.594016
-0.299582 0.898567 -0.320669
0.113922 0.984083 -0.136393
-0.595047 0.276998 -0.754448
0.0602292 0.899697 -0.43234
-0.181887 0.601962 -0.777534
0.687593 -0.405674 -0.6022
-0.884327 -0.273131 -0.378635
-0.0896102 0.986457 -0.137377
0.917588 -0.163528 -0.362341
-0.131392 0.436172 -0.890219
0.334358 -0.79127 -0.511953
-0.371012 0.767454 -0.522842
-0.273927 0.475747 -0.83584
-0.0320292 0.891726 -0.451441
-0.211704 -0.402385 -0.890656
0.0741422 -0.758639 -0.647279
0.179816 0.13838 -0.973918
0.156674 0.866915 -0.473192
-0.00306873 0.393036 -0.919518
-0.223484 -0.427766 -0.875826
0.0235808 -0.0527392 -0.99833
0.533144 0.795487 -0.288024
0.910135 -0.290955 -0.294956
0.331186 0.396445 -0.85624
0.0372029 -0.359896 -0.93225
-0.783829 -0.420162 -0.457248
0.000330077 0.766831 -0.641849
-0.0942796 -0.391217 -0.915456
0.982334 0.0374768 -0.183346
0.0604836 0.846462 -0.529003
-0.565197 0.342017 -0.750717
-0.108257 -0.155079 -0.981953
-0.515691 0.554773 -0.652909
0.294768 -0.303341 -0.906143
-0.161761 -0.20331 -0.96566
-0.170281 0.0868503 -0.981561
-0.803572 -0.563399 -0.191971
-0.53764 -0.60653 -0.585717
-0.38373 -0.647342 -0.658559
-0.413885 0.263643 -0.871316
0.349957 0.190655 -0.917159
-0.463732 0.461081 -0.756543
-0.542269 -0.27596 -0.793593
-0.106849 0.615997 -0.780469
0.802985 0.0825828 -0.59025
0.874585 -0.0824277 -0.477814
-0.0552133 -0.950125 -0.306944
-0.860535 0.258988 -0.43864
-0.944302 -0.202462 -0.259426
-0.423802 0.0300904 -0.905255
0.480759 -0.41487 -0.772498
0.135882 -0.766352 -0.627885
-0.917001 -0.16307 -0.36403
-0.429008 0.893564 -0.132269
-0.63446 0.417577 -0.650453
0.0278506 -0.0783478 -0.996537
0.335624 0.0103688 -0.941939
-0.538943 0.125308 -0.83297
0.555768 -0.279389 -0.782983
0.761209 -0.336705 -0.554248
-0.347082 0.518452 -0.781499
-0.841199 -0.0397662 -0.539261
-0.562137 0.0995793 -0.821027
-0.788644 0.331474 -0.517847
-0.55541 -0.704663 -0.441554
-0.420371 0.521895 -0.742235
0.326884 0.0661289 -0.942748
-0.479772 0.404103 -0.778794
-0.0694912 -0.620677 -0.780981
-0.684416 -0.118602 -0.719381
-0.191102 -0.200087 -0.96096
0.676136 -0.165022 -0.718058
0.455348 0.243359 -0.856408
0.543591 0.0187558 -0.839141
0.352416 -0.00687726 -0.935818
-0.702438 0.3693 -0.60844
0.864858 -0.374815 -0.333968
-0.140364 -0.952736 -0.269427
0.921986 0.139812 -0.361101
0.16472 0.587599 -0.792208
0.316212 -0.701798 -0.638349
0.747593 -0.499346 -0.437902
-0.759296 -0.570698 -0.312688
-0.257042 -0.916114 -0.307677
-0.171066 0.492947 -0.853077
-0.23582 0.119613 -0.964408
0.536392 -0.244888 -0.807659
-0.0207501 0.0317965 -0.999279
0.53825 0.286971 -0.792423
0.100597 0.515712 -0.850836
-0.253838 0.373666 -0.892155
0.0996205 -0.179839 -0.978639
0.11998 -0.682262 -0.721196
0.113389 0.910712 -0.397173
-0.286742 0.4698 -0.834905
-0.623256 0.130451 -0.77106
-0.864339 -0.180818 -0.469279
-0.198146 -0.484116 -0.852273
0.950764 0.181153 -0.251458
0.0865819 0.11019 -0.990132
-0.26322 0.130264 -0.955901
0.681344 -0.335744 -0.65042
0.1302 0.0450826 -0.990462
0.765591 0.257867 -0.589386
0.672209 0.277333 -0.686456
0.858652 0.334298 -0.388539
-0.742002 -0.16182 -0.650575
0.0276472 -0.161598 -0.986469
-0.140895 0.865609 -0.480489
-0.279039 0.745988 -0.60468
0.286194 0.344631 -0.894048
-0.0864491 -0.99057 -0.106292
-0.557156 -0.231591 -0.79746
0.565213 -0.625577 -0.537762
-0.572169 -0.347175 -0.743028
0.282619 0.534806 -0.79631
-0.623159 -0.221239 -0.750151
0.933253 -0.232033 -0.274224
-0.611845 0.760775 -0.216488
0.0822603 -0.882108 -0.463809
-0.219625 -0.877699 -0.425922
0.739949 -0.505178 -0.444151
0.680401 -0.146014 -0.718146
-0.0945232 -0.628729 -0.771858
-0.0636113 0.672818 -0.737068
-0.527369 0.829201 -0.185222
-0.675837 -0.0104513 -0.736977
0.4305 0.42117 -0.798302
-0.454573 0.476441 -0.752574
-0.475052 -0.137147 -0.869204
-0.893267 0.0364897 -0.448044
-0.332658 0.110874 -0.936507
0.378779 -0.511173 -0.771511
-0.65254 0.334316 -0.680018
0.371094 -0.841875 -0.391837
-0.842013 0.466993 -0.270058
-0.177678 -0.0770507 -0.981068
0.669249 0.44076 -0.598195
-0.937207 -0.33659 -0.0913835
0.592017 -0.101587 -0.799497
0.0518537 -0.853039 -0.519264
0.226825 0.942739 -0.244526
0.448111 -0.146159 -0.881949
0.76897 -0.214468 -0.602237
-0.236811 -0.684436 -0.689542
0.676617 -0.337129 -0.654625
-0.152951 -0.163865 -0.974553
0.359232 0.127672 -0.924474
0.69252 0.11431 -0.712284
0.25285 -0.504226 -0.825726
-0.623521 -0.442671 -0.64441
0.244805 0.680278 -0.690863
0.487489 0.756604 -0.43578
-0.590714 -0.798334 -0.117137
0.538821 -0.408836 -0.736563
0.384734 -0.127656 -0.914157
0.883468 0.138993 -0.447398
-0.413681 0.297439 -0.860464
0.279781 -0.196025 -0.939839
0.188718 0.338913 -0.921696
-0.110424 -0.978029 -0.176821
0.385395 -0.501397 -0.774643
-0.29879 0.503464 -0.810708
-0.262716 -0.635759 -0.725804
-0.473444 0.360575 -0.803639
0.685705 0.362355 -0.631275
0.412435 -0.665846 -0.621728
-0.0899559 -0.779153 -0.620345
0.709585 0.563815 -0.422613
-0.731179 0.367877 -0.574495
0.726045 -0.519898 -0.450072
0.71366 -0.0271366 -0.699966
-0.205983 0.164079 -0.964702
0.296731 0.442697 -0.84615
-0.606435 0.792241 -0.0677524
-0.428808 -0.315196 -0.846626
-0.461963 -0.017397 -0.886729
-0.394912 0.895181 -0.206629
-0.184591 -0.0910759 -0.978586
0.955499 -0.222435 -0.193763
-0.121726 -0.920674 -0.370867
-0.691164 -0.437314 -0.575369
0.425799 -0.696506 -0.577559
0.758441 -0.340899 -0.555477
0.381215 0.801849 -0.460123
-0.457045 0.516816 -0.723886
-0.574501 0.259846 -0.776163
0.349588 -0.565703 -0.746839
-0.0151976 -0.148761 -0.988756
0.374076 0.671628 -0.639518
-0.490865 -0.444124 -0.749536
0.334209 0.00867075 -0.942459
-0.048475 -0.427154 -0.902879
0.770291 0.142307 -0.621611
-0.802252 -0.295422 -0.518766
0.0316511 -0.753471 -0.656719
0.504955 -0.765948 -0.397923
0.556261 0.288293 -0.779398
0.13899 0.131395 -0.981538
0.392871 -0.677378 -0.621942
0.141378 -0.586085 -0.79782
-0.0443728 -0.497357 -0.866411
-0.0513373 0.116229 -0.991895
0.429378 0.275236 -0.860163
-0.183581 -0.653024 -0.734751
0.78129 0.188024 -0.595174
0.907458 0.187255 -0.376105
-0.0778948 0.895741 -0.437699
-0.54212 0.0130039 -0.8402
0.64263 -0.0329802 -0.765466
0.597867 -0.0687799 -0.798639
-0.393768 -0.0327217 -0.918627
-0.343879 0.756625 -0.556117
0.644882 0.0570375 -0.762151
0.497574 -0.782436 -0.374453
0.182026 0.822983 -0.538113
-0.0600843 -0.459729 -0.886024
0.148824 -0.766217 -0.62511
0.646572 0.14346 -0.749242
0.550236 -0.191337 -0.812792
0.855119 0.339209 -0.392057
0.500488 0.280523 -0.819035
0.306511 0.564354 -0.766522
0.096321 -0.0787516 -0.99223
0.741237 0.0945098 -0.664556
0.205816 0.480278 -0.852627
-0.30746 0.870905 -0.383396
0.0856511 -0.154356 -0.984296
0.61559 -0.618382 -0.488521
0.311666 -0.863585 -0.39634
-0.310839 -0.914447 -0.259165
-0.266688 0.691712 -0.671127
0.624427 -0.291576 -0.72462
-0.612653 0.552606 -0.565051
-0.255329 -0.147082 -0.955602
-0.113313 0.301196 -0.946806
-0.00455065 -0.608296 -0.793697
0.550999 -0.111676 -0.827
-0.106061 0.296951 -0.948984
-0.77466 0.361487 -0.518873
0.534218 0.198019 -0.821827
0.601538 -0.785542 -0.145176
-0.684873 0.401236 -0.608243
-0.681937 0.00162642 -0.731409
0.317116 0.266864 -0.910066
0.824991 -0.389086 -0.40988
0.298457 -0.0686121 -0.951954
-0.175278 -0.489131 -0.854417
-0.158264 -0.612735 -0.774279
-0.451456 -0.577968 -0.679809
0.662356 0.584581 -0.468561
0.302587 -0.0694048 -0.950592
-0.866597 0.020415 -0.49859
0.599694 -0.276027 -0.751117
0.192739 -0.667945 -0.71882
-0.388022 0.0236514 -0.921346
-0.098871 0.968445 -0.228778
0.0345312 -0.646259 -0.762337
0.215655 -0.347221 -0.91265
0.472453 -0.0831649 -0.877423
-0.672402 -0.595421 -0.439715
-0.663511 -0.296059 -0.687097
0.545327 0.0479557 -0.83685
0.572353 0.449793 -0.685637
0.459801 0.804646 -0.37567
-0.295737 -0.897316 -0.327664
0.644818 0.0682073 -0.761286
0.0313679 0.610212 -0.791617
-0.158188 -0.104975 -0.981813
-0.677809 -0.401329 -0.616044
-0.400194 0.304055 -0.86452
-0.426803 -0.386462 -0.81761
-0.362591 0.841991 -0.399474
0.137614 0.42774 -0.893365
-0.717248 -0.257001 -0.647693
0.230541 0.20029 -0.952226
-0.66802 0.455142 -0.588723
0.344883 0.0730073 -0.935802
0.0723987 0.464659 -0.882525
0.25763 -0.161249 -0.952694
0.342596 -0.184308 -0.921227
-0.78656 0.541672 -0.296503
0.803678 -0.57573 -0.150454
0.174504 0.834756 -0.522236
-0.500572 0.0301371 -0.86517
-0.701303 -0.698187 -0.143908
0.852541 -0.208522 -0.479263
-0.094161 0.860901 -0.499983
-0.576104 -0.0656056 -0.814739
-0.953084 -0.0722779 -0.293949
0.0858498 -0.852168 -0.516178
0.24598 -0.620221 -0.744862
0.56185 0.743573 -0.362525
0.49447 -0.085205 -0.865008
-0.108477 -0.548181 -0.829295
-0.30455 0.484798 -0.81989
0.776502 -0.545325 -0.315697
0.330531 -0.667582 -0.667146
0.27045 0.697547 -0.66354
-0.830624 0.0660645 -0.552901
0.170878 -0.814273 -0.554761
0.881677 -0.252854 -0.398386
-0.52728 0.185588 -0.829176
0.0796819 0.0116927 -0.996752
-0.0405052 0.946097 -0.32134
0.206688 -0.564671 -0.799016
-0.658388 0.131265 -0.741144
-0.283651 -0.397472 -0.872673
-0.100487 0.463481 -0.880391
-0.502309 0.325825 -0.800952
0.14831 0.9213 -0.35946
-0.737851 0.392051 -0.549429
0.491123 0.217033 -0.84362
0.261249 0.385132 -0.885112
-0.311194 0.279621 -0.908279
0.0812251 -0.20414 -0.975566
0.45536 0.098435 -0.884849
0.195206 0.0649592 -0.978609
0.479595 0.364808 -0.798063
0.768171 0.0225699 -0.639847
-0.0904237 -0.64908 -0.755327
-0.219347 0.621393 -0.752168
0.0869646 -0.148197 -0.985127
0.667548 0.634443 -0.389693
0.182706 -0.732572 -0.655711
0.492555 -0.164712 -0.854552
0.20672 0.463542 -0.861624
0.638319 0.603942 -0.477287
0.103021 0.982405 -0.155778
-0.0179477 -0.026286 -0.999493
-0.303232 0.872237 -0.383736
0.173097 -0.17516 -0.969204
-0.865607 0.328135 -0.378221
-0.624644 -0.589643 -0.511998
-0.377274 0.0648747 -0.923827
0.312418 -0.493165 -0.811901
-0.180553 -0.521957 -0.833644
-0.0991206 0.596379 -0.796559
-0.610905 -0.246236 -0.752438
-0.381265 -0.455876 -0.804248
0.44665 0.537661 -0.715139
0.37807 0.105592 -0.919736
-0.146421 -0.52138 -0.840668
0.484826 -0.154767 -0.860808
0.000847746 -0.777183 -0.629274
-0.256327 -0.473855 -0.842471
-0.463642 -0.247056 -0.850882
0.638811 -0.589173 -0.494769
-0.394452 -0.103997 -0.913013
-0.647378 -0.59493 -0.476404
-0.70882 0.36014 -0.606526
0.840502 0.324745 -0.433701
-0.846483 -0.201333 -0.492881
0.189399 0.593293 -0.782388
-0.122563 -0.0349433 -0.991845
-0.346617 -0.512853 -0.785391
0.645072 -0.460429 -0.609825
-0.368392 0.517032 -0.772635
0.838586 -0.418103 -0.349231
0.761175 0.565052 -0.318322
0.248447 0.498376 -0.830599
-0.928696 -0.249804 -0.274085
-0.28286 0.254219 -0.924858
0.619221 0.718292 -0.31721
0.548264 -0.442828 -0.709443
-0.0871152 0.87091 -0.483659
-0.475921 0.369887 -0.797924
-0.237399 0.0724768 -0.968705
-0.210664 -0.967583 -0.139298
0.852661 -0.108812 -0.511008
-0.558549 -0.244797 -0.792526
-0.168027 0.977192 -0.129854
0.370138 0.922051 -0.113222
0.649362 -0.261665 -0.714045
-0.720859 0.304471 -0.622623
-0.33396 -0.869265 -0.364486
0.832222 -0.448648 -0.325763
-0.0906008 -0.328302 -0.940218
0.0949091 0.472535 -0.876187
-0.2159 0.552076 -0.805357
-0.469264 0.592613 -0.654677
0.682559 -0.487922 -0.5441
0.547142 -0.121501 -0.828175
-0.230824 0.320066 -0.918846
-0.132994 0.393258 -0.909758
0.253908 0.93679 -0.24074
0.22486 0.0382097 -0.973642
0.943113 0.133121 -0.304657
0.163721 -0.680215 -0.714495
0.998277 0.0387909 -0.0440149
-0.474651 -0.116571 -0.872421
-0.111865 0.246589 -0.962642
0.768733 -0.198894 -0.607857
0.363124 0.1819 -0.913813
0.101359 0.413658 -0.904772
-0.62354 0.569697 -0.535391
-0.0330873 0.699555 -0.713812
0.478238 -0.648658 -0.592057
0.184698 0.234995 -0.954287
-0.719124 -0.371522 -0.587224
-0.120281 0.192507 -0.973896
-0.471505 0.793297 -0.38518
0.0774564 0.786815 -0.612309
0.791428 0.192804 -0.58006
0.597036 0.125811 -0.792288
0.952154 -0.179438 -0.247394
-0.63809 -0.470897 -0.609178
-0.929642 0.282992 -0.235967
0.149075 -0.580801 -0.800279
0.700772 -0.602194 -0.382467
0.767717 -0.430755 -0.474406
0.133337 0.860603 -0.491511
0.489945 -0.840429 -0.23159
-0.238506 -0.0714399 -0.96851
-0.224913 0.172422 -0.959002
-0.318312 -0.488734 -0.812291
0.868797 -0.194194 -0.4555
0.237421 -0.681845 -0.691895
-0.55968 0.754769 -0.342172
-0.0156154 -0.432171 -0.901656
0.822457 0.312582 -0.475245
0.0741822 0.190583 -0.978864
-0.3552 0.111924 -0.928066
-0.348525 -0.0901606 -0.932953
-0.536772 0.76399 -0.358044
-0.571232 -0.273976 -0.773713
-0.813286 -0.553607 -0.179125
-0.936305 0.20243 -0.286976
0.515757 0.195327 -0.834171
0.260315 0.898267 -0.354051
-0.156713 -0.720143 -0.675896
0.855526 -0.090768 -0.509741
0.357634 -0.511823 -0.781112
0.0511571 0.243106 -0.96865
0.00917427 -0.35835 -0.933542
-0.167344 -0.328541 -0.929547
0.0641137 0.781846 -0.620166
-0.135954 -0.980439 -0.142321
-0.813361 0.285642 -0.506807
-0.73282 0.345337 -0.586275
-0.365722 -0.439313 -0.820519
0.203563 0.43737 -0.875939
-0.654475 -0.286751 -0.699597
0.813516 -0.523651 -0.252944
0.770676 -0.409311 -0.488388
0.238487 0.319578 -0.917057
-0.22378 0.264772 -0.937986
0.877918 0.375685 -0.29685
0.337164 0.489962 -0.803902
-0.0561578 -0.306281 -0.950283
0.962512 0.214381 -0.166166
0.735661 0.307999 -0.603274
-0.448104 0.0496182 -0.892604
-0.536828 0.74023 -0.404816
0.878823 0.23257 -0.416632
-0.738974 -0.174365 -0.65078
-0.29366 -0.736427 -0.609458
0.121816 -0.986568 -0.108836
0.14983 -0.815708 -0.558723
-0.404299 -0.788427 -0.4636
0.325938 -0.643174 -0.692886
0.71172 0.276386 -0.645806
-0.76146 -0.320475 -0.563449
-0.0208451 0.0943355 -0.995322
-0.635324 0.12054 -0.76278
-0.816704 0.514601 -0.261114
-0.0140003 -0.329472 -0.944061
0.0196717 -0.161897 -0.986612
0.523687 0.829958 -0.192149
0.74476 -0.60712 -0.277016
-0.357535 -0.767561 -0.531996
0.140263 -0.811603 -0.567121
