# Flux Map Data - Generated: 2025-04-01 12:02:38
# Number of rays per position: 50000
# Detector dimensions: 40cm x 40cm
# Sphere inner radius: 100.1cm
# Sphere outer radius: 101cm
# Exit port angle: 170 degrees
# Theta bins: 180
# Phi bins: 90
# Mirror reflectance: 0.99
# Gaussian roughness: 0.01
# Lambertian scattering: enabled
# Source position (x,y,z): -60cm, 0cm, -75cm
# Source direction (x,y,z): 5, 6, 0
# Max reflections: 50000
theta,phi,fraction
0.250000,2.000000,0.015340
0.250000,6.000000,0.015920
0.250000,10.000000,0.015260
0.250000,14.000000,0.015360
0.250000,18.000000,0.014760
0.250000,22.000000,0.015660
0.250000,26.000000,0.015680
0.250000,30.000000,0.015060
0.250000,34.000000,0.015680
0.250000,38.000000,0.015480
0.250000,42.000000,0.015880
0.250000,46.000000,0.015600
0.250000,50.000000,0.016160
0.250000,54.000000,0.015680
0.250000,58.000000,0.015920
0.250000,62.000000,0.015640
0.250000,66.000000,0.015720
0.250000,70.000000,0.015680
0.250000,74.000000,0.015500
0.250000,78.000000,0.015460
0.250000,82.000000,0.015420
0.250000,86.000000,0.015940
0.250000,90.000000,0.015220
0.250000,94.000000,0.015880
0.250000,98.000000,0.015340
0.250000,102.000000,0.015400
0.250000,106.000000,0.015700
0.250000,110.000000,0.015620
0.250000,114.000000,0.015760
0.250000,118.000000,0.014980
0.250000,122.000000,0.016360
0.250000,126.000000,0.015540
0.250000,130.000000,0.015600
0.250000,134.000000,0.016060
0.250000,138.000000,0.015480
0.250000,142.000000,0.015200
0.250000,146.000000,0.014880
0.250000,150.000000,0.014540
0.250000,154.000000,0.016080
0.250000,158.000000,0.014960
0.250000,162.000000,0.014880
0.250000,166.000000,0.016240
0.250000,170.000000,0.015080
0.250000,174.000000,0.014960
0.250000,178.000000,0.014760
0.250000,182.000000,0.015800
0.250000,186.000000,0.014360
0.250000,190.000000,0.014580
0.250000,194.000000,0.016320
0.250000,198.000000,0.015620
0.250000,202.000000,0.014720
0.250000,206.000000,0.015880
0.250000,210.000000,0.015180
0.250000,214.000000,0.014380
0.250000,218.000000,0.015660
0.250000,222.000000,0.015780
0.250000,226.000000,0.014880
0.250000,230.000000,0.015880
0.250000,234.000000,0.015320
0.250000,238.000000,0.015440
0.250000,242.000000,0.014940
0.250000,246.000000,0.015720
0.250000,250.000000,0.016200
0.250000,254.000000,0.014960
0.250000,258.000000,0.016140
0.250000,262.000000,0.015400
0.250000,266.000000,0.016500
0.250000,270.000000,0.014840
0.250000,274.000000,0.014580
0.250000,278.000000,0.015560
0.250000,282.000000,0.016680
0.250000,286.000000,0.015960
0.250000,290.000000,0.015020
0.250000,294.000000,0.015600
0.250000,298.000000,0.015900
0.250000,302.000000,0.016760
0.250000,306.000000,0.015300
0.250000,310.000000,0.015360
0.250000,314.000000,0.015740
0.250000,318.000000,0.015660
0.250000,322.000000,0.015600
0.250000,326.000000,0.014940
0.250000,330.000000,0.015700
0.250000,334.000000,0.014720
0.250000,338.000000,0.015680
0.250000,342.000000,0.015540
0.250000,346.000000,0.016220
0.250000,350.000000,0.015360
0.250000,354.000000,0.015400
0.250000,358.000000,0.015460
0.750000,2.000000,0.015080
0.750000,6.000000,0.016260
0.750000,10.000000,0.016180
0.750000,14.000000,0.015780
0.750000,18.000000,0.016600
0.750000,22.000000,0.015400
0.750000,26.000000,0.014640
0.750000,30.000000,0.016120
0.750000,34.000000,0.015600
0.750000,38.000000,0.014840
0.750000,42.000000,0.015740
0.750000,46.000000,0.016000
0.750000,50.000000,0.015020
0.750000,54.000000,0.015360
0.750000,58.000000,0.015280
0.750000,62.000000,0.015820
0.750000,66.000000,0.015700
0.750000,70.000000,0.015380
0.750000,74.000000,0.014760
0.750000,78.000000,0.016240
0.750000,82.000000,0.016400
0.750000,86.000000,0.016380
0.750000,90.000000,0.015160
0.750000,94.000000,0.015340
0.750000,98.000000,0.016040
0.750000,102.000000,0.014920
0.750000,106.000000,0.015840
0.750000,110.000000,0.015660
0.750000,114.000000,0.015540
0.750000,118.000000,0.015640
0.750000,122.000000,0.016060
0.750000,126.000000,0.015720
0.750000,130.000000,0.015560
0.750000,134.000000,0.015360
0.750000,138.000000,0.015880
0.750000,142.000000,0.014940
0.750000,146.000000,0.016240
0.750000,150.000000,0.014720
0.750000,154.000000,0.016040
0.750000,158.000000,0.014920
0.750000,162.000000,0.015920
0.750000,166.000000,0.016680
0.750000,170.000000,0.015700
0.750000,174.000000,0.015700
0.750000,178.000000,0.015640
0.750000,182.000000,0.014560
0.750000,186.000000,0.015620
0.750000,190.000000,0.015820
0.750000,194.000000,0.015160
0.750000,198.000000,0.015140
0.750000,202.000000,0.015640
0.750000,206.000000,0.016100
0.750000,210.000000,0.015560
0.750000,214.000000,0.015380
0.750000,218.000000,0.015500
0.750000,222.000000,0.016320
0.750000,226.000000,0.014500
0.750000,230.000000,0.015440
0.750000,234.000000,0.015620
0.750000,238.000000,0.016340
0.750000,242.000000,0.015880
0.750000,246.000000,0.015260
0.750000,250.000000,0.015880
0.750000,254.000000,0.016080
0.750000,258.000000,0.015380
0.750000,262.000000,0.015580
0.750000,266.000000,0.016960
0.750000,270.000000,0.016060
0.750000,274.000000,0.014200
0.750000,278.000000,0.014380
0.750000,282.000000,0.015300
0.750000,286.000000,0.014140
0.750000,290.000000,0.015340
0.750000,294.000000,0.015460
0.750000,298.000000,0.014200
0.750000,302.000000,0.015280
0.750000,306.000000,0.014540
0.750000,310.000000,0.014840
0.750000,314.000000,0.015820
0.750000,318.000000,0.014640
0.750000,322.000000,0.016080
0.750000,326.000000,0.016320
0.750000,330.000000,0.015240
0.750000,334.000000,0.015500
0.750000,338.000000,0.015380
0.750000,342.000000,0.016540
0.750000,346.000000,0.015520
0.750000,350.000000,0.015220
0.750000,354.000000,0.015700
0.750000,358.000000,0.014380
1.250000,2.000000,0.015840
1.250000,6.000000,0.016280
1.250000,10.000000,0.016600
1.250000,14.000000,0.015120
1.250000,18.000000,0.015400
1.250000,22.000000,0.015260
1.250000,26.000000,0.016060
1.250000,30.000000,0.015680
1.250000,34.000000,0.015600
1.250000,38.000000,0.014980
1.250000,42.000000,0.015700
1.250000,46.000000,0.015880
1.250000,50.000000,0.015620
1.250000,54.000000,0.015820
1.250000,58.000000,0.014640
1.250000,62.000000,0.014620
1.250000,66.000000,0.015400
1.250000,70.000000,0.015020
1.250000,74.000000,0.014880
1.250000,78.000000,0.014740
1.250000,82.000000,0.016040
1.250000,86.000000,0.014880
1.250000,90.000000,0.016020
1.250000,94.000000,0.015040
1.250000,98.000000,0.016100
1.250000,102.000000,0.015160
1.250000,106.000000,0.016940
1.250000,110.000000,0.015500
1.250000,114.000000,0.015540
1.250000,118.000000,0.015420
1.250000,122.000000,0.015640
1.250000,126.000000,0.016080
1.250000,130.000000,0.015660
1.250000,134.000000,0.015740
1.250000,138.000000,0.016420
1.250000,142.000000,0.014980
1.250000,146.000000,0.014600
1.250000,150.000000,0.015160
1.250000,154.000000,0.014520
1.250000,158.000000,0.015260
